date,cot_net_z,cot_change_z,gld_flow_z,usd_return_20d,real_yield_change_20d,vix_z
1990-01-02,,,,,,
1990-01-03,,,,,,
1990-01-04,,,,,,
1990-01-05,,,,,,
1990-01-06,,,,,,
1990-01-07,,,,,,
1990-01-08,,,,,,
1990-01-09,,,,,,
1990-01-10,,,,,,
1990-01-11,,,,,,
1990-01-12,,,,,,
1990-01-13,,,,,,
1990-01-14,,,,,,
1990-01-15,,,,,,
1990-01-16,,,,,,
1990-01-17,,,,,,
1990-01-18,,,,,,
1990-01-19,,,,,,
1990-01-20,,,,,,
1990-01-21,,,,,,
1990-01-22,,,,,,
1990-01-23,,,,,,
1990-01-24,,,,,,
1990-01-25,,,,,,
1990-01-26,,,,,,
1990-01-27,,,,,,
1990-01-28,,,,,,
1990-01-29,,,,,,
1990-01-30,,,,,,
1990-01-31,,,,,,
1990-02-01,,,,,,
1990-02-02,,,,,,
1990-02-03,,,,,,
1990-02-04,,,,,,
1990-02-05,,,,,,
1990-02-06,,,,,,
1990-02-07,,,,,,
1990-02-08,,,,,,
1990-02-09,,,,,,
1990-02-10,,,,,,
1990-02-11,,,,,,
1990-02-12,,,,,,
1990-02-13,,,,,,
1990-02-14,,,,,,
1990-02-15,,,,,,
1990-02-16,,,,,,
1990-02-17,,,,,,
1990-02-18,,,,,,
1990-02-19,,,,,,
1990-02-20,,,,,,
1990-02-21,,,,,,
1990-02-22,,,,,,
1990-02-23,,,,,,
1990-02-24,,,,,,
1990-02-25,,,,,,
1990-02-26,,,,,,
1990-02-27,,,,,,
1990-02-28,,,,,,
1990-03-01,,,,,,
1990-03-02,,,,,,
1990-03-03,,,,,,-0.8343021635
1990-03-04,0.8378417127,,,,,-0.8227901564
1990-03-05,0.826240571,,,,,-0.8117442834
1990-03-06,-2.443398369,,,,,-0.4947405816
1990-03-07,-2.315303716,,,,,-1.146887255
1990-03-08,-2.205494227,,,,,-1.747314988
1990-03-09,-2.109996467,-2.411509457,,,,-1.427513829
1990-03-10,-2.025949329,-2.28384491,,,,-1.158868256
1990-03-11,-1.951233271,0.1593330758,,,,-1.139081763
1990-03-12,-1.884240196,0.1580516694,,,,-1.120279906
1990-03-13,-1.823725001,0.1568006961,,,,-1.19978408
1990-03-14,-1.768706602,0.1555789699,,,,-0.7621568337
1990-03-15,-1.718400061,0.1543853684,,,,-1.349517962
1990-03-16,-1.67216889,0.1532188285,,,,-1.670651532
1990-03-17,-1.6294908,0.1520783429,,,,-2.101134963
1990-03-18,-1.589932648,0.1509629557,,,,-2.027652518
1990-03-19,-1.553131777,0.1498717594,,,,-1.961395315
1990-03-20,-1.518781927,0.1488038921,,,,-1.649811642
1990-03-21,-2.923241719,-1.512724674,,,,-1.319344969
1990-03-22,-2.755769801,-1.479146682,,,,-0.8969516744
1990-03-23,-2.61417214,-1.447717769,,,,0.149160666
1990-03-24,-2.492406601,-1.418217916,,,,-0.7533968814
1990-03-25,-2.386238062,-1.3904574,,,,-0.7462355239
1990-03-26,-2.292598135,0.2392863825,,,,-0.7392753093
1990-03-27,-2.209201995,0.2376792307,,,,-1.075243208
1990-03-28,-2.134308565,0.2361040548,,,,-0.5007863181
1990-03-29,-2.06656472,0.2345598078,,,,-0.9898368349
1990-03-30,-2.004900781,0.23304549,,,,-1.490262406
1990-03-31,-1.94845848,0.2315601463,,,,-0.9703716793
1990-04-01,-1.896540112,0.2301028639,,,,-0.9598447786
1990-04-02,-1.848571867,0.2286727697,,,,-0.949654434
1990-04-03,-1.804076909,0.2272690281,,,,0.2965001451
1990-04-04,-1.762655278,0.2258908392,,,,-0.6661793218
1990-04-05,-2.935665953,-1.863571676,,,,-0.02283104925
1990-04-06,-2.792147247,-1.817156588,,,,-0.3542522939
1990-04-07,-2.667833186,-1.774053719,,,,-0.1287876796
1990-04-08,-2.558790697,-1.733886915,,,,-0.1281110685
1990-04-09,-2.462129191,-1.696337227,,,,-0.1274450116
1990-04-10,-2.375670249,0.3086573181,,,,0.09622358955
1990-04-11,-2.297736832,0.3068526658,,,,-0.1574871152
1990-04-12,-2.227014053,0.305079334,,,,-1.779601788
1990-04-13,-2.162454456,0.3033364262,,,,-0.9129590721
1990-04-14,-2.103211921,0.3016230816,,,,-0.9047912397
1990-04-15,-2.048594495,0.299938473,,,,-0.8968394632
1990-04-16,-1.998030056,0.2982818055,,,,-0.8890943689
1990-04-17,-1.951040895,0.2966523142,,,,-0.4908895459
1990-04-18,-2.111092885,-0.1733437587,,,,-0.6411181205
1990-04-19,-2.057981194,-0.1724661994,,,,0.3163058313
1990-04-20,-2.008693364,-0.1716018379,,,,0.2268792119
1990-04-21,-1.962791505,-0.1707503466,,,,0.5907502438
1990-04-22,-1.919904855,-0.1699114093,,,,0.5871443747
1990-04-23,-1.879717106,0.3108601549,,,,0.5836038872
1990-04-24,-1.841956533,0.3092621001,,,,0.929600783
1990-04-25,-1.806388228,0.3076884627,,,,-0.1191654057
1990-04-26,-1.772807926,0.3061386266,,,,-0.4764795624
1990-04-27,-1.74103705,0.3046119973,,,,-0.733777587
1990-04-28,-1.710918701,0.3031080009,,,,0.1014839696
1990-04-29,-1.682314388,0.3016260833,,,,0.1010486157
1990-04-30,-1.655101342,0.3001657091,,,,0.1006188172
1990-05-01,-1.629170293,0.2987263609,,,,-1.05493285
1990-05-02,-1.60442362,0.2973075386,,,,-1.50918883
1990-05-03,-1.580773801,0.2959087585,,,,-1.112735024
1990-05-04,-1.558142109,0.2945295529,,,,-1.737491372
1990-05-05,-1.536457507,0.2931694692,,,,-1.926955311
1990-05-06,-1.475717539,0.4072982847,,,,-1.890901862
1990-05-07,-1.456961428,0.4053130741,,,,-1.856802614
1990-05-08,-1.43890435,0.4033566492,,,,-1.676878493
1990-05-09,-1.421503917,0.4014283204,,,,-1.31574324
1990-05-10,-1.404721255,0.3995274208,,,,-1.24148072
1990-05-11,-1.388520639,0.2800885211,,,,-1.249400085
1990-05-12,-1.37286917,0.2788771396,,,,-0.7450768734
1990-05-13,-1.357736493,0.2776813512,,,,-0.7406697298
1990-05-14,-1.343094555,0.2765008241,,,,-0.7363400551
1990-05-15,-1.32891738,0.2753352362,,,,-0.5973752704
1990-05-16,-1.315180876,0.2741842748,,,,-0.8600887147
1990-05-17,-1.301862667,0.2730476365,,,,-1.574882201
1990-05-18,-1.288941933,0.2719250264,,,,-1.729625017
1990-05-19,-1.276399279,0.2708161581,,,,-1.732213827
1990-05-20,-1.264216609,0.2697207534,,,,-1.707375137
1990-05-21,-1.290473588,0.1472410378,,,,-1.683577036
1990-05-22,-1.278167527,0.1466827933,,,,-1.845296626
1990-05-23,-1.266207701,0.1461308514,,,,-1.387583679
1990-05-24,-1.254578163,0.1455850944,,,,-1.626430064
1990-05-25,-1.243263978,0.1450454076,,,,-1.407698579
1990-05-26,-1.232251138,0.2681744461,,,,-1.537752976
1990-05-27,-1.221526492,0.2671454595,,,,-1.520047712
1990-05-28,-1.211077678,0.2661282338,,,,-1.502941382
1990-05-29,-1.200893065,0.2651225466,,,,-1.486400951
1990-05-30,-1.190961696,0.2641281812,,,,-0.9321200696
1990-05-31,-1.181273242,0.2631449267,,,,-1.420032509
1990-06-01,-1.171817951,0.2621725775,,,,-1.431969677
1990-06-02,-1.162586614,0.2612109336,,,,-1.521591016
1990-06-03,-1.153570521,0.2602597998,,,,-1.505115424
1990-06-04,-1.144761431,0.259318986,,,,-1.489164634
1990-06-05,-1.136151536,0.2583883067,,,,-0.9938530435
1990-06-06,-1.228541449,-0.0896082309,,,,-0.7717566242
1990-06-07,-1.218640339,-0.08930864224,,,,-1.343112702
1990-06-08,-1.208975298,-0.08901203853,,,,-1.529328103
1990-06-09,-1.199537089,-0.08871837051,,,,-1.257199849
1990-06-10,-1.190316969,-0.08842759009,,,,-1.247043137
1990-06-11,-1.181306661,0.2647789175,,,,-1.237129152
1990-06-12,-1.172498324,0.263868916,,,,-1.67793843
1990-06-13,-1.163884518,0.2629682375,,,,-1.564839577
1990-06-14,-1.155458182,0.2620767238,,,,-1.267510158
1990-06-15,-1.147212609,0.2611942206,,,,-1.250263888
1990-06-16,-1.139141423,0.2603205769,,,,-1.777355913
1990-06-17,-1.13123856,0.2594556455,,,,-1.755302937
1990-06-18,-1.123498244,0.2585992824,,,,-1.734052138
1990-06-19,-1.115914977,0.2577513471,,,,-1.076119385
1990-06-20,-1.108483514,0.2569117021,,,,-1.93956993
1990-06-21,-1.724737298,-2.01725452,,,,-1.898960824
1990-06-22,-1.704748695,-1.986672295,,,,-2.060978935
1990-06-23,-1.685440313,-1.957441783,,,,-0.4344825246
1990-06-24,-1.666774421,-1.929466251,,,,-0.4329947419
1990-06-25,-1.648716153,-1.902658388,,,,-0.4315221542
1990-06-26,-1.631233238,0.303229438,,,,-1.233755721
1990-06-27,-1.614295752,0.3022593472,,,,-1.491050582
1990-06-28,-1.597875909,0.301298513,,,,-1.577009676
1990-06-29,-1.581947861,0.3003467891,,,,-1.500196885
1990-06-30,-1.566487535,0.2994040324,,,,-1.717612716
1990-07-01,-1.551472473,0.2984701027,,,,-1.698918054
1990-07-02,-1.536881701,0.2975448633,,,,-1.680821645
1990-07-03,-1.522695601,0.29662818,,,,-1.408743754
1990-07-04,-1.508895802,0.2957199217,,,,-1.44756358
1990-07-05,-1.029614103,2.058468071,,,,-1.435451015
1990-07-06,-1.023866362,2.028736725,,,,-1.042398079
1990-07-07,-1.018213988,2.000258927,,,,-1.317757812
1990-07-08,-1.01265437,1.972948993,,,,-1.308156241
1990-07-09,-1.007184998,1.946729219,,,,-1.298761873
1990-07-10,-1.001803455,0.227644337,,,,-1.206460964
1990-07-11,-0.9965074128,0.226996146,,,,-1.112206659
1990-07-12,-0.9912946302,0.2263534623,,,,-1.185513743
1990-07-13,-0.9861629465,0.2257162084,,,,-1.051821531
1990-07-14,-0.981110279,0.2250843081,,,,-1.036117004
1990-07-15,-0.9761346191,0.2244576869,,,,-1.030594642
1990-07-16,-0.971234029,0.2238362716,,,,-1.025159798
1990-07-17,-0.9664066386,0.2232199907,,,,-1.132817461
1990-07-18,-0.9616506422,0.2226087737,,,,-1.156132285
1990-07-19,-0.4334752195,2.147041964,,,,-0.4030168162
1990-07-20,-0.4321787056,2.116246685,,,,-0.5157490793
1990-07-21,-0.4308937662,2.086740872,,,,-1.491045029
1990-07-22,-0.42962023,2.058436976,,,,-1.479151266
1990-07-23,-0.4283579292,2.031255551,,,,-1.467538051
1990-07-24,-0.4271066994,0.1593370477,,,,1.213552938
1990-07-25,-0.4258663797,0.158925979,,,,0.5811702586
1990-07-26,-0.4246368122,0.158518076,,,,0.04645163156
1990-07-27,-0.4234178425,0.1581132982,,,,0.06972816005
1990-07-28,-0.422209319,0.1577116058,,,,0.3575113002
1990-07-29,-0.4210110933,0.1573129598,,,,0.3565449626
1990-07-30,-0.4198230199,0.156917322,,,,0.3555864236
1990-07-31,-0.4186449562,0.1565246547,,,,0.3681067866
1990-08-01,-0.4174767622,0.1561349209,,,,0.3502447581
1990-08-02,-0.4163183009,0.1557480842,,,,0.5284813795
1990-08-03,-0.4151694377,0.155364109,,,,0.1169361069
1990-08-04,-0.4140300407,0.1549829601,,,,2.882926964
1990-08-05,-0.4128999807,0.154604603,,,,2.821967516
1990-08-06,0.6736436288,3.84954183,,,,2.764720528
1990-08-07,0.6713815525,3.711720201,,,,4.796822861
1990-08-08,0.6691421418,3.587719881,,,,3.695634529
1990-08-09,0.6669250205,3.475375275,,,,2.326929251
1990-08-10,0.6647298209,3.372967872,,,,1.177245607
1990-08-11,0.6625561839,0.05254058408,,,,1.565223232
1990-08-12,0.6604037586,0.05241905174,,,,1.553124833
1990-08-13,0.6582722018,0.05229835887,,,,1.541303047
1990-08-14,0.6561611782,0.05217849584,,,,1.526884438
1990-08-15,0.6540703601,0.05205945318,,,,1.068348805
1990-08-16,0.6519994268,0.05194122159,,,,0.8125680457
1990-08-17,0.649948065,0.05182379188,,,,1.912075058
1990-08-18,0.647915968,0.05170715505,,,,1.996757815
1990-08-19,0.645902836,0.0515913022,,,,1.975216663
1990-08-20,0.6439083755,0.0514762246,,,,1.954358588
1990-08-21,1.730647779,3.330637804,,,,1.637794399
1990-08-22,1.715778236,3.244278301,,,,2.295183592
1990-08-23,1.701285899,3.164308628,,,,2.706948818
1990-08-24,1.687155081,3.089977804,,,,4.165929818
1990-08-25,1.673370997,3.020652872,,,,3.395718464
1990-08-26,1.659919692,-0.02095764174,,,,3.308351162
1990-08-27,1.646787988,-0.02091240737,,,,3.227400587
1990-08-28,1.633963423,-0.02086746463,,,,2.131075155
1990-08-29,1.621434208,-0.02082281041,,,,1.984142377
1990-08-30,1.609189174,-0.02077844162,,,,1.545679418
1990-08-31,1.597217739,-0.02073435525,,,,2.135288695
1990-09-01,1.58550986,-0.0206905483,,,,2.113373325
1990-09-02,1.574056007,-0.02064701784,,,,2.089841154
1990-09-03,1.562847122,-0.02060376097,,,,2.067078579
1990-09-04,1.551874595,-0.02056077484,,,,2.045044544
1990-09-05,1.541130232,-0.02051805664,,,,1.950031822
1990-09-06,1.093120211,-1.338576496,,,,1.68757428
1990-09-07,1.088274272,-1.330881138,,,,2.056493805
1990-09-08,1.083492299,-1.323317155,,,,1.703388484
1990-09-09,1.078772898,-1.315880852,,,,1.690172795
1990-09-10,1.074114714,-1.308568675,,,,1.677260313
1990-09-11,1.069516435,0.006890976121,,,,1.802120875
1990-09-12,1.064976787,0.006877068786,,,,1.567433271
1990-09-13,1.065969864,0.006863245314,,,,1.494113688
1990-09-14,1.066964447,0.006849504865,,,,1.750380277
1990-09-15,1.067960541,0.006835846612,,,,2.003389271
1990-09-16,1.068958148,0.006822269739,,,,1.978866725
1990-09-17,1.069957275,0.006808773439,,,,1.954992611
1990-09-18,1.070957925,0.006808773439,,,,1.713785027
1990-09-19,1.071960102,0.006808773439,,,,1.540232686
1990-09-20,0.7847670757,-0.8607640248,,,,1.325260379
1990-09-21,0.7876292796,-0.8560503694,,,,1.481728977
1990-09-22,0.7905047242,-0.8513624964,,,,1.766850863
1990-09-23,0.7933935378,-0.8467000444,,,,1.752631764
1990-09-24,0.7962958505,-0.8420626585,,,,1.738654154
1990-09-25,0.7992117941,0.02394217415,,,,1.836939717
1990-09-26,0.8021415019,0.02394217415,,,,1.45562198
1990-09-27,0.8050851095,0.02394217415,,,,1.316977266
1990-09-28,0.8080427541,0.02394217415,,,,1.409742104
1990-09-29,0.8110145748,0.02394217415,,,,1.490143525
1990-09-30,0.8152357186,0.02570703622,,,,1.478182217
1990-10-01,0.8194866874,0.02747351763,,,,1.466395938
1990-10-02,0.8237679121,0.02924163801,,,,1.245759562
1990-10-03,0.8280798323,0.03101141712,,,,1.080070981
1990-10-04,2.110711246,3.691755405,,,,1.203972788
1990-10-05,2.097266663,3.581595338,,,,1.120262568
1990-10-06,2.084025018,3.479920971,,,,1.187535719
1990-10-07,2.070980999,3.385675178,,,,1.184688423
1990-10-08,2.058129483,3.297976782,,,,1.181852617
1990-10-09,2.045465535,-0.03724112858,,,,1.217901744
1990-10-10,2.032984395,-0.03724112858,,,,1.75590977
1990-10-11,2.020681472,-0.03724112858,,,,1.838347633
1990-10-12,2.008552332,-0.03724112858,,,,2.372118481
1990-10-13,1.996592698,-0.03724112858,,,,1.941961062
1990-10-14,1.984798438,-0.03724112858,,,,1.922251266
1990-10-15,1.973165561,-0.03724112858,,,,1.90297926
1990-10-16,1.954926107,-0.04379580293,,,,1.826830828
1990-10-17,1.937063579,-0.05042457318,,,,1.773951157
1990-10-18,1.919564299,-0.05713012366,,,,1.742771054
1990-10-19,1.902415273,-0.06391526507,,,,1.391079011
1990-10-20,1.885604151,-0.07078294267,,,,1.05073449
1990-10-21,0.8919008202,-2.88133237,,,,1.045393748
1990-10-22,0.8902888781,-2.824000753,,,,1.040089881
1990-10-23,0.8886806073,-2.769503224,,,,0.9236960274
1990-10-24,0.8870759899,-2.717605901,,,,0.9763800637
1990-10-25,0.8854750081,-2.668101118,,,,1.104376219
1990-10-26,0.8838776441,-0.0127810135,,,,1.238785648
1990-10-27,0.8822838804,-0.0127810135,,,,1.548627729
1990-10-28,0.8806936994,-0.0127810135,,,,1.534225794
1990-10-29,0.8791070837,-0.0127810135,,,,1.520066943
1990-10-30,0.8775240161,-0.0127810135,,,,1.651292101
1990-10-31,0.8801482003,-0.006587511097,,,,1.44948318
1990-11-01,0.8827834191,-0.0003333122334,,,,1.351111542
1990-11-02,0.8854297666,0.005983699025,,,,1.378992697
1990-11-03,0.8880873383,0.0123657306,,,,1.329218379
1990-11-04,0.8907562305,0.01881508791,,,,1.320051648
1990-11-05,0.893436541,0.01881508791,,,,1.310990723
1990-11-06,0.3442059343,-1.486484719,,,,1.269579642
1990-11-07,0.3487873927,-1.474042097,,,,1.127681136
1990-11-08,0.3534028433,-1.461786691,,,,1.434264213
1990-11-09,0.358052947,-1.449713116,,,,1.407946827
1990-11-10,0.3627383818,-1.437816199,,,,0.7150358613
1990-11-11,0.3674598436,0.04789403042,,,,0.7104362463
1990-11-12,0.3722180461,0.04789403042,,,,0.7058561453
1990-11-13,0.3726689509,0.03969311382,,,,0.4593586411
1990-11-14,0.3731200714,0.03134814532,,,,0.2737814205
1990-11-15,0.3735714079,0.02285118116,,,,-0.03186119295
1990-11-16,0.3740229609,0.01419367459,,,,-0.09135395189
1990-11-17,0.3744747308,0.005366413696,,,,-0.3130292083
1990-11-18,0.3749267179,0.005366413696,,,,-0.3138654357
1990-11-19,0.3753789226,0.005366413696,,,,-0.3147023725
1990-11-20,0.3758313454,0.005366413696,,,,-0.3855286826
1990-11-21,0.05666828325,-0.8727940085,,,,-0.5392695885
1990-11-22,0.05835828706,-0.8679847128,,,,-0.3607743373
1990-11-23,0.06004998029,-0.8632023984,,,,-0.3627368476
1990-11-24,0.06174338063,-0.8584466818,,,,-0.3855698952
1990-11-25,0.06343850585,-0.8537171864,,,,-0.388620582
1990-11-26,0.06513537383,0.02271607077,,,,-0.3916848448
1990-11-27,0.06683400252,0.02271607077,,,,-0.07306756777
1990-11-28,0.06639618516,0.01705073954,,,,-0.05774838127
1990-11-29,0.0659583849,0.01133967029,,,,-0.04169823589
1990-11-30,0.06552060149,0.005581431632,,,,0.1298372053
1990-12-01,0.06508283466,-0.0002254609001,,,,-0.1890030829
1990-12-02,0.06464508417,-0.006082547568,,,,-0.1903081469
1990-12-03,0.06420734976,-0.006082547568,,,,-0.1916146391
1990-12-04,0.06376963119,-0.006082547568,,,,-0.1700805654
1990-12-05,0.06333192819,-0.006082547568,,,,-0.2181416454
1990-12-06,0.3580144132,0.8137591907,,,,-0.4174083197
1990-12-07,0.3563123873,0.809430349,,,,-0.1149070685
1990-12-08,0.3546121572,0.8051228017,,,,-0.1225389462
1990-12-09,0.3529137074,0.8008362679,,,,-0.1247082811
1990-12-10,0.3512170221,0.7965704713,,,,-0.1268817167
1990-12-11,0.3495220859,-0.02229044329,,,,0.05341321738
1990-12-12,0.3478288833,-0.02229044329,,,,0.08210934529
1990-12-13,0.3438877268,-0.02968335259,,,,-0.3686918353
1990-12-14,0.3399466804,-0.03718121733,,,,-0.04661557419
1990-12-15,0.3360055411,-0.04478860652,,,,0.09810447536
1990-12-16,0.3320641044,-0.05251035658,,,,0.09660214444
1990-12-17,0.3281221651,-0.06035159244,,,,0.09509960643
1990-12-18,0.324179517,-0.06035159244,,,,0.2760827196
1990-12-19,0.3202359523,-0.06035159244,,,,-0.04309867648
1990-12-20,-0.2668821752,-1.711007684,,,,-0.05257805063
1990-12-21,-0.2690608705,-1.694622134,,,,-0.04587574264
1990-12-22,-0.2712451061,-1.678550286,,,,-0.1342737155
1990-12-23,-0.2734349328,-1.662781156,,,,-0.136470663
1990-12-24,-0.2756304018,-1.647304288,,,,-0.1386719769
1990-12-25,-0.2778315649,-0.02650728966,,,,0.1108932346
1990-12-26,-0.2807735841,-0.02815325353,,,,0.1082942987
1990-12-27,-0.2837269771,-0.02980056424,,,,0.1348023265
1990-12-28,-0.2866918843,-0.03144923749,,,,0.2490356976
1990-12-29,-0.2896684485,-0.03309928903,,,,0.2919043073
1990-12-30,-0.2926568146,-0.03475073469,,,,0.2905994992
1990-12-31,-0.2956571295,-0.03475073469,,,,0.2892955947
1991-01-01,-0.2986695424,-0.03475073469,,,,0.5320664855
1991-01-02,-0.3016942047,-0.03475073469,,,,0.5284704431
1991-01-03,-0.3047312701,-0.03475073469,,,,0.5682839648
1991-01-04,-0.3077808948,-0.03475073469,,,,0.8029730909
1991-01-05,-0.3108432373,-0.03475073469,,,,0.6629134594
1991-01-06,0.6030346017,2.420590933,,,,0.6587849815
1991-01-07,0.5975018468,2.383275872,,,,0.654671645
1991-01-08,0.5919802448,2.347318302,,,,0.9696250792
1991-01-09,0.5864692512,2.312633702,,,,1.221394678
1991-01-10,0.5809683221,2.279144754,,,,1.737023172
1991-01-11,0.5754769129,-0.07966748668,,,,1.366723573
1991-01-12,0.5699944786,-0.07966748668,,,,1.588403212
1991-01-13,0.5645808604,-0.07931304626,,,,1.574027183
1991-01-14,0.5591756224,-0.07895862455,,,,1.559908172
1991-01-15,0.5537782422,-0.07860422141,,,,2.176350794
1991-01-16,0.5483881966,-0.07824983671,,,,2.141025545
1991-01-17,0.5430049604,-0.07789547031,,,,1.598429498
1991-01-18,0.5376280071,-0.07789547031,,,,0.5721929345
1991-01-19,0.5322568076,-0.07789547031,,,,0.2023071884
1991-01-20,0.5268908308,-0.07789547031,,,,0.1985994074
1991-01-21,1.034687064,1.21119061,,,,0.1948862333
1991-01-22,1.026512431,1.202578818,,,,0.002834636831
1991-01-23,1.018406207,1.19405765,,,,0.1009404876
1991-01-24,1.010366788,1.185625114,,,,-0.07895505541
1991-01-25,1.002392608,1.177279274,,,,-0.2738866438
1991-01-26,0.9944821412,-0.1021814066,,,,-0.3973955411
1991-01-27,0.9866338962,-0.1021814066,,,,-0.402207111
1991-01-28,0.9788605134,-0.102533027,,,,-0.4070574859
1991-01-29,0.9711465285,-0.1028846957,,,,-0.2582714264
1991-01-30,0.9634905615,-0.1032364129,,,,-0.2409314475
1991-01-31,0.9558912634,-0.1035881788,,,,-0.5746339504
1991-02-01,0.9483473152,-0.1039399934,,,,-0.6627739081
1991-02-02,0.9408574273,-0.1039399934,,,,-0.643325067
1991-02-03,0.9334203375,-0.1039399934,,,,-0.6477928456
1991-02-04,0.9260348108,-0.1039399934,,,,-0.6522945727
1991-02-05,0.9186996377,-0.1039399934,,,,-0.5053209473
1991-02-06,-1.331806827,-5.289104205,,,,-0.5826076431
1991-02-07,-1.330535391,-4.998315435,,,,-0.3606226407
1991-02-08,-1.329266258,-4.748862743,,,,-0.1941593108
1991-02-09,-1.32799942,-4.531716267,,,,-0.2409990336
1991-02-10,-1.32673487,-4.340389089,,,,-0.2466673534
1991-02-11,-1.3254726,0.004547651121,,,,-0.2523904051
1991-02-12,-1.324212602,0.004547651121,,,,-0.4120627192
1991-02-13,-1.323967445,0.003811419648,,,,-0.4724982699
1991-02-14,-1.323722374,0.003075093364,,,,-0.7438399072
1991-02-15,-1.323477391,0.002338671039,,,,-0.6312626504
1991-02-16,-1.323232494,0.001602151439,,,,-1.000782063
1991-02-17,-1.322987683,0.0008655333314,,,,-1.004124155
1991-02-18,-1.322742958,0.0008655333314,,,,-1.00748414
1991-02-19,-1.32249832,0.0008655333314,,,,-1.013278636
1991-02-20,-1.322253769,0.0008655333314,,,,-0.9666282617
1991-02-21,-1.505048917,-0.3572557759,,,,-0.5026855642
1991-02-22,-1.502485174,-0.3557389319,,,,-0.7958617816
1991-02-23,-1.499930374,-0.3542236016,,,,-0.7586855162
1991-02-24,-1.497384461,-0.3527097736,,,,-0.7665424606
1991-02-25,-1.494847378,-0.3511974367,,,,-0.7745124714
1991-02-26,-1.49231907,0.007991206638,,,,-0.4132375999
1991-02-27,-1.489799482,0.007991206638,,,,-0.9163082136
1991-02-28,-1.495328147,0.003348605368,,,,-0.749692866
1991-03-01,-1.500900682,-0.001319377019,,,,-0.7666326404
1991-03-02,-1.506517716,-0.006013365695,,,,-0.7692538381
1991-03-03,-1.512179893,-0.01073400211,,,,-0.771886053
1991-03-04,-1.51788787,-0.01548194463,,,,-0.7745293832
1991-03-05,-1.523642316,-0.01548194463,,,,-0.856335386
1991-03-06,-1.542273626,-0.04065713125,,,,-0.9480517383
1991-03-07,-1.547982094,-0.0405567173,,,,-0.9360879552
1991-03-08,-1.55373659,-0.04045630432,,,,-0.8412418333
1991-03-09,-1.559537784,-0.04035589232,,,,-0.9012528964
1991-03-10,-1.565386358,-0.04025548128,,,,-0.9115651733
1991-03-11,-1.571283009,-0.0149802344,,,,-0.922070962
1991-03-12,-1.57722845,-0.0149802344,,,,-0.9161332588
1991-03-13,-1.583223405,-0.0149802344,,,,-1.362610045
1991-03-14,-1.581876549,-0.01125594967,,,,-1.946547941
1991-03-15,-1.580532133,-0.007518899358,,,,-2.182256145
1991-03-16,-1.579190152,-0.003768823948,,,,-2.183829441
1991-03-17,-1.577850596,-5.459369929e-06,,,,-2.176932533
1991-03-18,-1.576513457,0.003771463108,,,,-2.170088904
1991-03-19,-1.575178729,0.003771463108,,,,-1.978419381
1991-03-20,-1.573846403,0.003771463108,,,,-1.907795061
1991-03-21,-1.25222027,0.6268085446,,,,-1.920108689
1991-03-22,-1.254660129,0.6238401875,,,,-1.746663196
1991-03-23,-1.257108936,0.6208806541,,,,-1.822481865
1991-03-24,-1.259566752,0.6179298541,,,,-1.820370577
1991-03-25,-1.262033639,0.6149876985,,,,-1.818264891
1991-03-26,-1.26450966,-0.008616151383,,,,-1.761577954
1991-03-27,-1.266994878,-0.008616151383,,,,-1.854834783
1991-03-28,-1.263896888,-0.004439538416,,,,-1.796992915
1991-03-29,-1.26081239,-0.0002445401261,,,,-1.72277775
1991-03-30,-1.257741274,0.003969252091,,,,-1.727147714
1991-03-31,-1.25468343,0.008202255664,,,,-1.731542996
1991-04-01,-1.251638748,0.01245489714,,,,-1.735963858
1991-04-02,-1.24860712,0.01245489714,,,,-1.609198961
1991-04-03,-1.945979785,-1.364318853,,,,-1.602996468
1991-04-04,-1.930610012,-1.353844467,,,,-1.552870218
1991-04-05,-1.915513135,-1.343504692,,,,-1.464614517
1991-04-06,-1.900680643,-1.333296118,,,,-1.535241972
1991-04-07,-1.886104395,-1.323215455,,,,-1.527247393
1991-04-08,-1.871776597,0.03926464374,,,,-1.519335475
1991-04-09,-1.857689781,0.03926464374,,,,-1.555787855
1991-04-10,-1.843836794,0.03926464374,,,,-1.00057936
1991-04-11,-1.830210776,0.03926464374,,,,-1.077175959
1991-04-12,-1.816805146,0.03926464374,,,,-1.577126909
1991-04-13,-1.803613589,0.03926464374,,,,-1.319840279
1991-04-14,-1.790630039,0.03926464374,,,,-1.308600117
1991-04-15,-1.771640279,0.04798752845,,,,-1.297505668
1991-04-16,-1.753059423,0.05688086245,,,,-1.682814196
1991-04-17,-1.73487144,0.0659540422,,,,-1.80463263
1991-04-18,-1.717061161,0.07521719006,,,,-1.854238266
1991-04-19,-1.699614221,0.08468122986,,,,-1.67921143
1991-04-20,-1.682517001,0.08468122986,,,,-1.776145158
1991-04-21,-1.268471652,0.9757372633,,,,-1.757422365
1991-04-22,-1.258607024,0.9703667822,,,,-1.739097823
1991-04-23,-1.248858753,0.965031862,,,,-1.509226382
1991-04-24,-1.239223982,0.9597319636,,,,-1.450589792
1991-04-25,-1.229699945,0.9544665585,,,,-1.497325469
1991-04-26,-1.220283964,0.06627693917,,,,-1.401476431
1991-04-27,-1.210973449,0.06627693917,,,,-1.366288014
1991-04-28,-1.201765891,0.06627693917,,,,-1.354460065
1991-04-29,-1.192658856,0.06627693917,,,,-1.342794754
1991-04-30,-1.18333849,0.07557975797,,,,-1.142394704
